region	site	depth	depth_c	eta	p	presence
R1	R1_1	1.3713269924745	0.0681703257797794	-0.844665308605258	0.300553126781742	0
R1	R1_2	1.99445495605469	0.691298289359971	-0.652373302640136	0.342454918468219	1
R1	R1_3	0.155994885601103	-1.14716178109361	-1.21970649180266	0.227988106688574	1
R1	R1_4	1.24535215608776	-0.0578045106069607	-0.883540074954621	0.292444725882403	0
R1	R1_5	1.85755297280848	0.554396306113763	-0.694620093857409	0.333006099657529	1
R1	R1_6	1.76255573555827	0.459399068863555	-0.723935435776961	0.326526962535065	0
R1	R1_7	1.24628709312528	-0.0568695735694331	-0.883251561312311	0.292504428933198	0
R1	R1_8	2.16690274439752	0.863746077702804	-0.599157377368273	0.354536496204867	1
R1	R1_9	1.151433057338	-0.151723609356718	-0.912522712474631	0.286483889758134	0
R1	R1_10	0.687513464875519	-0.615643201819198	-1.05568436506455	0.25813504154886	0
R1	R1_11	0.269629713147879	-1.03352695354684	-1.18463974754852	0.234218983035498	0
R1	R1_12	0.338718784414232	-0.964437882280485	-1.16331944597235	0.238064647851518	0
R1	R1_13	0.8590520972386	-0.444104569456117	-1.00274899761917	0.26840127906108	0
R1	R1_14	1.34472223166376	0.0415655649690465	-0.852875312205681	0.29883004322654	0
R1	R1_15	1.68881218340248	0.385655516707762	-0.746692070689568	0.321542508870984	0
R1	R1_16	1.07639244925231	-0.22676421744241	-0.935679607849273	0.281773867182078	0
R1	R1_17	2.29090221822262	0.987745551527901	-0.560892191156037	0.363341049042912	1
R1	R1_18	0.804648094624281	-0.498508572070436	-1.01953761152623	0.265117477988054	1
R1	R1_19	1.20175774302334	-0.101398923671381	-0.896992941182715	0.289668840658573	1
R1	R1_20	0.897747218050063	-0.405409448644654	-0.990808011438501	0.27075250980811	0
R1	R1_21	1.66208912096918	0.358932454274459	-0.75493858116762	0.319746162274869	0
R1	R1_22	0.719240273721516	-0.583916392973201	-1.04589374087106	0.26001439453201	1
R1	R1_23	1.24850859586149	-0.0546480708332224	-0.882566024404372	0.292646317949269	0
R1	R1_24	1.93914560955018	0.635988942855461	-0.66944129799516	0.338621954808824	0
R1	R1_25	0.302192594483495	-1.00096407221122	-1.17459111847392	0.236026120858156	0
R1	R1_26	2.20077119208872	0.897614525394006	-0.58870586158643	0.356931844811477	0
R1	R1_27	0.913775050826371	-0.389381615868346	-0.985861958146137	0.271730192782459	1
R1	R1_28	2.11465684045106	0.811500173756345	-0.615280020325272	0.350855696789503	0
R1	R1_29	0.932040373980999	-0.371116292713718	-0.980225434295041	0.272847054857389	0
R1	R1_30	0.901059833914041	-0.402096832780676	-0.989785766271045	0.270954394900138	0
R1	R1_31	1.24324298817664	-0.0599136785180732	-0.884190946288038	0.292310065256365	0
R1	R1_32	2.24127600602806	0.938119339333339	-0.576206419451161	0.359805962836263	1
R1	R1_33	2.17441472951323	0.871258062818511	-0.596839242456817	0.355067157757119	0
R2	R2_1	0.455707745626569	-0.817243006845404	-2.46300684613553	0.0784925716820998	0
R2	R2_2	0.131386181153357	-1.14156457131862	-2.64162292156946	0.0665072072015267	0
R2	R2_3	1.81735855862498	0.54440780615301	-1.71309456471124	0.152762767173017	0
R2	R2_4	0.347642165794969	-0.925308586677004	-2.52252262267776	0.0742942663082754	0
R2	R2_5	1.17108243666589	-0.10186831580608	-2.06902311586538	0.112144268042261	0
R2	R2_6	1.63624250832945	0.363291755857478	-1.81284198099677	0.14029499729761	0
R2	R2_7	2.4804126881063	1.20746193563433	-1.34792573420014	0.206209695774897	0
R2	R2_8	1.28942458685488	0.0164738343829023	-2.00384764577445	0.118799535425408	0
R2	R2_9	1.26243885848671	-0.0105118939852606	-2.01870970066641	0.117252476506426	0
R2	R2_10	0.516261603683233	-0.756689148788739	-2.42965756053982	0.0809389368870091	0
R2	R2_11	1.91157026682049	0.638619514348518	-1.66120863598757	0.159599818654894	0
R2	R2_12	1.18934917412698	-0.0836015783449899	-2.05896293697601	0.113149854456283	0
R2	R2_13	1.32680748105049	0.0538567285785185	-1.98325948087574	0.120971804000718	0
R2	R2_14	0.598108271881938	-0.674842480590035	-2.38458152409204	0.0843560139110776	0
R2	R2_15	0.648779542557895	-0.624171209914078	-2.35667495081162	0.0865366721461906	0
R2	R2_16	1.52970879115164	0.25675803867967	-1.8715141031993	0.133366625366351	0
R2	R2_17	1.47969327587634	0.20674252340437	-1.8990595273335	0.130214954336867	0
R2	R2_18	0.284954512678087	-0.987996239793886	-2.55704706941348	0.0719544811376653	0
R2	R2_19	0.18529739100486	-1.08765336146711	-2.61193199200944	0.068374434376099	0
R2	R2_20	1.64270918127149	0.369758428799521	-1.80928054115265	0.140725101325583	1
R2	R2_21	2.32867647912353	1.05572572665156	-1.43149256761051	0.192866231435044	0
R2	R2_22	1.53542181365192	0.262471061179947	-1.86836772698	0.133730703118551	0
R2	R2_23	1.44616179522127	0.173211042749296	-1.91752657403705	0.128137639406919	1
R2	R2_24	1.36246653739363	0.0895157849216568	-1.96362069827417	0.123075738872005	0
R2	R2_25	2.46422853730619	1.19127778483422	-1.35683895433967	0.204754535360513	0
R2	R2_26	1.31834037359804	0.0453896211260665	-1.98792263519263	0.120476811018729	0
R2	R2_27	1.73869138881564	0.465740636343669	-1.75641953189208	0.147239335484649	0
R2	R2_28	1.54369892235845	0.270748169886481	-1.86380921211374	0.134259674766768	0
R3	R3_1	1.0131853254512	-0.371364796281822	-0.429142483279317	0.394331117222736	0
R3	R3_2	2.24906902238727	0.864518900654249	0.00858280304469999	0.502145687589439	0
R3	R3_3	1.64635783098638	0.261807709253363	-0.204885446015218	0.44895707056638	0
R3	R3_4	1.87858875691891	0.49403863518589	-0.122633896942179	0.469379890986274	0
R3	R3_5	1.55272827167064	0.168178149937622	-0.238047163223302	0.440767652630152	1
R3	R3_6	2.26739586759359	0.882845745860569	0.0150738050582716	0.50376837991069	0
R3	R3_7	0.80495237223804	-0.579597749494978	-0.502894430402897	0.376860708395438	0
R3	R3_8	0.559024263732135	-0.825525858000882	-0.58999724758363	0.356635485837971	1
R3	R3_9	2.22748226393014	0.842932142197124	0.000937204959801097	0.5002343012228	0
R3	R3_10	1.30801476575434	-0.0765353559786754	-0.324719792460279	0.41952593087988	1
R3	R3_11	2.20493810325861	0.820387981525592	-0.0070474858402681	0.498238135832144	0
R3	R3_12	0.55406469386071	-0.830485427872308	-0.591753828034845	0.356232545974049	1
R3	R3_13	1.91944732572883	0.534897203995816	-0.108162609089241	0.472985679642614	1
R3	R3_14	1.83879734240472	0.454247220671706	-0.136727220087908	0.465871346120703	1
R3	R3_15	2.36493956390768	0.980389442174665	0.0496218313038185	0.512402912928997	1
R3	R3_16	1.41435180883855	0.0298016871055287	-0.287057338666061	0.428724431423183	0
R3	R3_17	1.80818528253585	0.423635160802833	-0.147569399416181	0.463174454226874	0
R3	R3_18	1.03337223958224	-0.351177882150777	-0.421992682056179	0.396040017285419	0
R3	R3_19	0.342095502838492	-1.04245461889453	-0.666829075861235	0.339207226963566	0
R3	R3_20	2.32552501261234	0.940974890879325	0.035661985572495	0.508914551636178	0
R3	R3_21	0.779758000746369	-0.604792120986648	-0.511817772868119	0.37476749390835	0
R3	R3_22	1.51737558115274	0.13282545941972	-0.25056837910926	0.43768360659104	0
R3	R3_23	0.364865451864898	-1.01968466986812	-0.658764415341903	0.34101722309585	0
R3	R3_24	2.1172168770805	0.732666755347483	-0.0381165896246294	0.490472006147443	0
R3	R3_25	0.863112842664123	-0.521437279068895	-0.482295155055944	0.38171030445108	1
R3	R3_26	1.97884320877492	0.594293087041907	-0.0871257753019899	0.478232324121623	0
R3	R3_27	0.742019697651267	-0.642530424081751	-0.525183925013858	0.371640859798458	0
R3	R3_28	0.624748683720827	-0.759801438012191	-0.566718972589508	0.361994248968127	0
R3	R3_29	1.34031240735203	-0.0442377143809873	-0.313280613797281	0.422314180896696	1
R3	R3_30	0.745481420867145	-0.639068700865873	-0.523957851889339	0.371927222245532	0
R3	R3_31	0.534803985618055	-0.849746136114963	-0.598575585657525	0.354669644899219	1
R4	R4_1	0.835463821329176	-0.469728272482753	-1.10620086211733	0.248579843533825	0
R4	R4_2	1.48804946560413	0.182857371792197	-0.498423167330129	0.37791130182074	0
R4	R4_3	2.28488873019815	0.979696636386216	0.243703380502473	0.560626086353887	0
R4	R4_4	0.442249797098339	-0.862942296713591	-1.47241595633771	0.186575678212099	0
R4	R4_5	1.0961143007502	-0.209077793061733	-0.863447211439504	0.296619627909002	0
R4	R4_6	0.60622180160135	-0.698970292210579	-1.31970262624722	0.210867772975459	0
R4	R4_7	1.12900089006871	-0.176191203743219	-0.832818686860746	0.303049403735183	0
R4	R4_8	0.418455940485001	-0.886736153326929	-1.49457607501243	0.183235876821082	0
R4	R4_9	1.20423147007823	-0.100960623733699	-0.762753602075605	0.31804872817119	0
R4	R4_10	2.36309694219381	1.05790484838188	0.316541646586249	0.578481194483542	1
R4	R4_11	1.92873726785183	0.6235451740399	-0.0879939479308431	0.478015696439592	0
R4	R4_12	2.33898358922452	1.03379149541259	0.294083968870174	0.572995660848166	1
R4	R4_13	1.2296283941716	-0.0755636996403337	-0.739100486020162	0.323200874010643	0
R4	R4_14	1.54861136246473	0.243419268652797	-0.442019582009506	0.391259848642857	0
R4	R4_15	1.26397523339838	-0.0412168604135512	-0.707111975467384	0.330237301798041	1
R4	R4_16	0.361135159619153	-0.944056934192777	-1.54796108641083	0.17538094574224	0
R4	R4_17	0.694544399157166	-0.610647694654763	-1.2374444503112	0.224881129379089	0
R4	R4_18	1.29643487371504	-0.00875722009688618	-0.676881084643539	0.336957767299028	1
R4	R4_19	0.994880099408328	-0.310311994403601	-0.957730452367281	0.277332826146089	0
R4	R4_20	2.34325928855687	1.03806719474494	0.298066089388178	0.573969688365068	1
R4	R4_21	1.35756658688188	0.0523744930699468	-0.619946807843426	0.349793549248396	0
R4	R4_22	0.861147212050855	-0.444044881761074	-1.08228094885524	0.253074611008034	0
R4	R4_23	0.767118470743299	-0.538073623068631	-1.16985347230409	0.236881470864186	0
R4	R4_24	1.99009721856564	0.684905124753714	-0.0308471048700641	0.49228883523209	0
R4	R4_25	1.78591003008187	0.480717936269939	-0.221014356954853	0.444970233442949	0
R5	R5_1	1.31665479298681	0.14378850558916	0.872424771896955	0.705249991982844	1
R5	R5_2	1.73546203542501	0.562595748027357	0.948951900990678	0.720904348004812	1
R5	R5_3	0.338005847670138	-0.834860439727513	0.693599798050574	0.666767240742603	1
R5	R5_4	0.385366139747202	-0.787500147650448	0.70225377252484	0.668687272999687	0
R5	R5_5	0.221055182814598	-0.951811104583052	0.672229827046986	0.662002274832436	0
R5	R5_6	2.33020940739661	1.15734311999896	1.05762793211194	0.742236979151853	0
R5	R5_7	1.71690935883671	0.54404307143906	0.945561837657387	0.720221752431793	0
R5	R5_8	0.327658853121102	-0.845207434276549	0.691709129247961	0.666347023152904	0
R5	R5_9	1.28223068993539	0.109364402537736	0.866134580345311	0.703940748514624	1
R5	R5_10	1.2077244175598	0.034858130162152	0.852520319304398	0.701095569569145	0
R5	R5_11	1.00051967408508	-0.17234661331257	0.814658547716095	0.693101323158358	0
R5	R5_12	2.47863812688738	1.30577183948973	1.0847497739205	0.747391781134871	1
R5	R5_13	0.523241712898016	-0.649624574499635	0.727447276161398	0.674244845132175	1
R5	R5_14	2.05224450044334	0.879378213045689	1.00683641238058	0.732400573826556	0
R5	R5_15	0.264271929115057	-0.908594358282593	0.680126666423239	0.663766967451261	1
R5	R5_16	1.06107939220965	-0.111786895188001	0.825724405459667	0.695450119600725	1
R5	R5_17	0.438746381737292	-0.734119905660359	0.712007750622372	0.670844647426252	1
R5	R5_18	0.563943669758737	-0.608922617638913	0.734884597180284	0.6758762472266	1
R5	R5_19	2.11924412027001	0.946377832872363	1.01907901001537	0.734793162963508	1
R5	R5_20	1.82779357209802	0.654927284700366	0.965823307954086	0.724286212180837	0
R5	R5_21	0.741308999434113	-0.431557287963537	0.767293920862936	0.682935223977547	0
R5	R5_22	1.28800394758582	0.115137660188171	0.867189506785776	0.704160556494301	1
R5	R5_23	0.299473354779184	-0.873392932618467	0.686558895317847	0.665200999208485	1
R5	R5_24	0.94932217746973	-0.22354410992792	0.805303414767704	0.691107788492357	1
R5	R5_25	2.42610113285482	1.25323484545717	1.07514987946519	0.745575046242742	1
R5	R5_26	1.59931405521929	0.426447767821642	0.924074074149873	0.715871498614467	1
R6	R6_1	1.26675785034895	-0.0520397292299046	-0.256535343838561	0.436215587342648	1
R6	R6_2	0.253125920146704	-1.06567165943215	-1.46690604628775	0.187413335246654	0
R6	R6_3	1.98291095197201	0.664113372393154	0.598617998163714	0.645340062376677	0
R6	R6_4	1.10397192593664	-0.214825653642215	-0.450916862227051	0.389142795967651	0
R6	R6_5	2.45444340351969	1.13564582394084	1.16167155597092	0.761636312583254	1
R6	R6_6	0.778921494074166	-0.539876085504688	-0.839057278705737	0.301733369138094	1
R6	R6_7	2.13491715881973	0.816119579240881	0.780127532223292	0.685707599401362	1
R6	R6_8	0.29737415406853	-1.02142342551032	-1.41406954382733	0.195592975853945	0
R6	R6_9	2.22750100139528	0.908703421816431	0.890681242337036	0.709030737061578	1
R6	R6_10	1.23263375405222	-0.0861638255266322	-0.297282685328556	0.426221887334593	1
R6	R6_11	0.361842312291265	-0.95695526728759	-1.33708857309361	0.207989249371986	0
R6	R6_12	0.899867162853479	-0.418930416725375	-0.69463691297259	0.333002363923265	0
R6	R6_13	2.109799766168	0.791002186589144	0.750135031709315	0.679208121196947	1
R6	R6_14	0.76443962007761	-0.554357959501244	-0.856349981786326	0.298102502738167	0
R6	R6_15	1.50888433940709	0.190086759828232	0.0325861803663642	0.508145824294508	1
R6	R6_16	2.10815744735301	0.789359867774152	0.748173950454355	0.678780682004721	0
R6	R6_17	0.270769657567143	-1.04802792201171	-1.44583778450643	0.190642961675193	1
R6	R6_18	1.78666898403317	0.467871404454313	0.364286855362448	0.590077763316556	0
R6	R6_19	1.77717888932675	0.458381309747897	0.352954800546631	0.587333926491177	0
